ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
216395_at,7.37E-01,3.73E-01,0.8941488,-5.772418,0.536192,FBXL18,F-box and leucine rich repeat protein 18
221942_s_at,7.37E-01,3.73E-01,0.8940186,-5.772529,0.6412923,GUCY1A3,guanylate cyclase 1 soluble subunit alpha
220804_s_at,7.37E-01,3.73E-01,-0.8939692,-5.772571,-0.4031092,TP73,tumor protein p73
219169_s_at,7.37E-01,3.73E-01,0.8939501,-5.772588,0.1801089,TFB1M,"transcription factor B1, mitochondrial"
207555_s_at,7.37E-01,3.73E-01,0.8938445,-5.772678,0.3914765,TBXA2R,thromboxane A2 receptor
213646_x_at,7.37E-01,3.73E-01,0.8937829,-5.772731,0.1603774,TUBA1B,tubulin alpha 1b
201325_s_at,7.37E-01,3.73E-01,0.8937827,-5.772731,0.8898796,EMP1,epithelial membrane protein 1
212850_s_at,7.37E-01,3.73E-01,0.8937766,-5.772736,0.5109789,LRP4,LDL receptor related protein 4
208227_x_at,7.37E-01,3.73E-01,-0.8937737,-5.772739,-0.4202295,ADAM22,ADAM metallopeptidase domain 22
215855_s_at,7.37E-01,3.73E-01,0.8937105,-5.772793,0.3636361,TMF1,TATA element modulatory factor 1
205202_at,7.37E-01,3.73E-01,0.8936867,-5.772813,0.2408923,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase
207369_at,7.37E-01,3.74E-01,-0.8934191,-5.773042,-0.4346596,BRS3,bombesin receptor subtype 3
221077_at,7.37E-01,3.74E-01,0.8932692,-5.77317,0.4009164,ARMC4,armadillo repeat containing 4
207915_at,7.37E-01,3.74E-01,0.8931406,-5.77328,0.3439869,,
221353_at,7.37E-01,3.74E-01,-0.8931078,-5.773308,-0.3475436,OR3A1,olfactory receptor family 3 subfamily A member 1
202921_s_at,7.37E-01,3.74E-01,-0.893073,-5.773338,-0.3896602,ANK2,"ankyrin 2, neuronal"
214096_s_at,7.38E-01,3.74E-01,0.8928243,-5.773551,0.1860041,SHMT2,serine hydroxymethyltransferase 2
214720_x_at,7.38E-01,3.74E-01,0.8927457,-5.773618,0.7025204,SEPT10,septin 10
207157_s_at,7.38E-01,3.74E-01,0.8924791,-5.773846,0.180821,GNG5,G protein subunit gamma 5
212374_at,7.38E-01,3.74E-01,0.8924191,-5.773897,0.4593027,FEM1B,fem-1 homolog B
209057_x_at,7.38E-01,3.74E-01,0.8922776,-5.774018,0.2106432,CDC5L,cell division cycle 5 like
204356_at,7.38E-01,3.74E-01,0.8922542,-5.774038,0.346116,LIMK1,LIM domain kinase 1
216457_s_at,7.38E-01,3.74E-01,0.8921473,-5.774129,0.1692932,SF3A1,splicing factor 3a subunit 1
210416_s_at,7.38E-01,3.74E-01,0.8921408,-5.774135,0.2070071,CHEK2,checkpoint kinase 2
219502_at,7.38E-01,3.74E-01,-0.8920554,-5.774208,-0.3524876,NEIL3,nei like DNA glycosylase 3
205993_s_at,7.38E-01,3.74E-01,0.8918101,-5.774417,0.5388718,TBX2,T-box 2
213387_at,7.38E-01,3.74E-01,-0.8917813,-5.774442,-0.2723739,ATAD2B,"ATPase family, AAA domain containing 2B"
211499_s_at,7.38E-01,3.75E-01,-0.891537,-5.77465,-0.4322297,MAPK11,mitogen-activated protein kinase 11
203679_at,7.38E-01,3.75E-01,0.8915046,-5.774678,0.224844,TMED1,transmembrane p24 trafficking protein 1
218391_at,7.38E-01,3.75E-01,0.891348,-5.774812,0.2073503,SNF8,"SNF8, ESCRT-II complex subunit"
220511_s_at,7.38E-01,3.75E-01,-0.8912029,-5.774935,-0.3451517,DLC1,DLC1 Rho GTPase activating protein
205438_at,7.38E-01,3.75E-01,-0.8911235,-5.775003,-0.2940853,PTPN21,"protein tyrosine phosphatase, non-receptor type 21"
217050_at,7.39E-01,3.75E-01,-0.890881,-5.77521,-0.6184765,DIAPH2-AS1,DIAPH2 antisense RNA 1
217918_at,7.39E-01,3.75E-01,-0.8907321,-5.775337,-0.1746024,DYNLRB1,dynein light chain roadblock-type 1
215232_at,7.39E-01,3.75E-01,0.8906615,-5.775397,0.3618786,ARHGAP44,Rho GTPase activating protein 44
209247_s_at,7.39E-01,3.75E-01,0.8906416,-5.775414,0.2716451,ABCF2,ATP binding cassette subfamily F member 2
206828_at,7.39E-01,3.75E-01,-0.8905996,-5.77545,-0.4189697,TXK,TXK tyrosine kinase
204904_at,7.39E-01,3.75E-01,-0.8905843,-5.775463,-0.5888608,GJA4,gap junction protein alpha 4
202302_s_at,7.39E-01,3.75E-01,0.8905598,-5.775484,0.1675444,RSRC2,arginine and serine rich coiled-coil 2
215015_at,7.39E-01,3.75E-01,0.8904675,-5.775563,0.3766268,BICDL1,BICD family like cargo adaptor 1
208641_s_at,7.39E-01,3.75E-01,0.890416,-5.775606,0.2062147,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
216679_at,7.39E-01,3.76E-01,0.8897802,-5.776148,0.4824284,DDR1-AS1,DDR1 antisense RNA 1 (head to head)
220431_at,7.39E-01,3.76E-01,-0.8897715,-5.776156,-0.4307485,TMPRSS11E,"transmembrane protease, serine 11E"
201558_at,7.39E-01,3.76E-01,0.8897447,-5.776179,0.1388012,RAE1,ribonucleic acid export 1
206106_at,7.39E-01,3.76E-01,0.8897341,-5.776188,0.4961771,MAPK12,mitogen-activated protein kinase 12
38037_at,7.39E-01,3.76E-01,-0.8896848,-5.77623,-0.4982358,HBEGF,heparin binding EGF like growth factor
217717_s_at,7.39E-01,3.76E-01,-0.8896398,-5.776268,-0.229968,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
206664_at,7.39E-01,3.76E-01,-0.8896188,-5.776286,-0.7795463,SI,sucrase-isomaltase
209741_x_at,7.39E-01,3.76E-01,0.8895728,-5.776325,0.3682773,SCAPER,S-phase cyclin A associated protein in the ER
203726_s_at,7.39E-01,3.76E-01,-0.8895712,-5.776326,-0.4499918,LAMA3,laminin subunit alpha 3
202200_s_at,7.39E-01,3.76E-01,0.8894971,-5.776389,0.2099653,SRPK1,SRSF protein kinase 1
211490_at,7.39E-01,3.76E-01,-0.8894201,-5.776455,-0.5271537,ADRA1A,adrenoceptor alpha 1A
208356_x_at,7.39E-01,3.76E-01,0.8893513,-5.776514,0.2813269,GH1///CSHL1///CSH1,growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
203838_s_at,7.39E-01,3.76E-01,-0.8892824,-5.776572,-0.5858326,TNK2,tyrosine kinase non receptor 2
217412_at,7.39E-01,3.76E-01,0.8892458,-5.776603,0.4042995,,
203554_x_at,7.39E-01,3.76E-01,0.8892118,-5.776632,0.2414305,PTTG1,pituitary tumor-transforming 1
218341_at,7.39E-01,3.76E-01,0.8891887,-5.776652,0.2296856,PPCS,phosphopantothenoylcysteine synthetase
216916_s_at,7.39E-01,3.76E-01,-0.8891419,-5.776692,-0.267163,DLGAP2,DLG associated protein 2
201470_at,7.39E-01,3.76E-01,0.888764,-5.777014,0.1774337,GSTO1,glutathione S-transferase omega 1
220632_s_at,7.39E-01,3.76E-01,0.8885547,-5.777192,0.3973728,POMT2,protein O-mannosyltransferase 2
218852_at,7.39E-01,3.76E-01,0.8884412,-5.777288,0.1370894,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma
207230_at,7.39E-01,3.76E-01,-0.8883784,-5.777342,-0.5555181,CDON,"cell adhesion associated, oncogene regulated"
201509_at,7.40E-01,3.76E-01,0.888192,-5.7775,0.1408619,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta
205507_at,7.40E-01,3.76E-01,-0.8880581,-5.777614,-0.2971344,ARHGEF15,Rho guanine nucleotide exchange factor 15
209545_s_at,7.40E-01,3.76E-01,0.8880519,-5.777619,0.2563516,RIPK2,receptor interacting serine/threonine kinase 2
217897_at,7.40E-01,3.76E-01,0.8880339,-5.777635,0.5710928,FXYD6,FXYD domain containing ion transport regulator 6
210318_at,7.40E-01,3.77E-01,-0.8879166,-5.777734,-0.5461521,RBP3,retinol binding protein 3
202922_at,7.40E-01,3.77E-01,0.8878159,-5.77782,0.2769706,GCLC,glutamate-cysteine ligase catalytic subunit
210400_at,7.40E-01,3.77E-01,-0.8878113,-5.777824,-0.2593732,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
215362_at,7.40E-01,3.77E-01,0.887737,-5.777887,0.310541,,
209785_s_at,7.40E-01,3.77E-01,0.8876759,-5.777939,0.5669546,PLA2G4C,phospholipase A2 group IVC
210836_x_at,7.40E-01,3.77E-01,0.8876612,-5.777951,0.3267974,PDE4D,phosphodiesterase 4D
221871_s_at,7.40E-01,3.77E-01,-0.887436,-5.778143,-0.4563422,TFG,TRK-fused gene
203399_x_at,7.40E-01,3.77E-01,-0.8873731,-5.778196,-0.5380021,PSG11///PSG3,pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 3
213975_s_at,7.40E-01,3.77E-01,-0.8873667,-5.778202,-0.5460372,LYZ,lysozyme
203163_at,7.40E-01,3.77E-01,0.8873282,-5.778234,0.3280294,KATNB1,katanin regulatory subunit B1
210587_at,7.40E-01,3.77E-01,0.8872141,-5.778331,0.5667911,INHBE,inhibin beta E subunit
201064_s_at,7.40E-01,3.77E-01,0.8871543,-5.778382,0.1935953,LOC100996696///PABPC4,polyadenylate-binding protein 4 pseudogene///poly(A) binding protein cytoplasmic 4
203629_s_at,7.40E-01,3.77E-01,0.8870991,-5.778429,0.3346606,COG5,component of oligomeric golgi complex 5
218588_s_at,7.40E-01,3.77E-01,0.8867713,-5.778707,0.2394852,FAM114A2,family with sequence similarity 114 member A2
205288_at,7.40E-01,3.77E-01,0.8867572,-5.778719,0.3750588,CDC14A,cell division cycle 14A
218380_at,7.40E-01,3.77E-01,-0.8866804,-5.778785,-0.412725,LOC728392,uncharacterized LOC728392
214248_s_at,7.40E-01,3.77E-01,-0.8863429,-5.779071,-0.3832262,TRIM2,tripartite motif containing 2
209146_at,7.40E-01,3.77E-01,0.886259,-5.779142,0.4470393,MSMO1,methylsterol monooxygenase 1
203379_at,7.41E-01,3.78E-01,-0.8858827,-5.779462,-0.2908746,RPS6KA1,ribosomal protein S6 kinase A1
220440_at,7.41E-01,3.78E-01,0.8858075,-5.779525,0.5300974,LGALS13,galectin 13
211402_x_at,7.41E-01,3.78E-01,-0.8856614,-5.779649,-0.6000059,NR6A1,nuclear receptor subfamily 6 group A member 1
204939_s_at,7.41E-01,3.78E-01,0.8856608,-5.77965,0.6269661,PLN,phospholamban
208586_s_at,7.41E-01,3.78E-01,-0.8855763,-5.779721,-0.7680074,SSX4B///SSX4,SSX family member 4B///SSX family member 4
202657_s_at,7.41E-01,3.78E-01,0.8854196,-5.779854,0.2480379,SERTAD2,SERTA domain containing 2
209307_at,7.41E-01,3.78E-01,0.8851087,-5.780118,0.2938288,SWAP70,SWAP switching B-cell complex 70kDa subunit
209719_x_at,7.41E-01,3.78E-01,-0.8849764,-5.78023,-0.3468734,SERPINB3,serpin family B member 3
219499_at,7.41E-01,3.78E-01,0.8848611,-5.780328,0.3120626,SEC61A2,Sec61 translocon alpha 2 subunit
215255_at,7.41E-01,3.78E-01,-0.8848344,-5.78035,-0.4009508,IGSF9B,immunoglobulin superfamily member 9B
215771_x_at,7.41E-01,3.78E-01,-0.8848178,-5.780364,-0.3514728,RET,ret proto-oncogene
206578_at,7.41E-01,3.78E-01,-0.884797,-5.780382,-0.5398477,NKX2-5,NK2 homeobox 5
203930_s_at,7.41E-01,3.78E-01,0.8846962,-5.780467,0.4844431,MAPT,microtubule associated protein tau
216661_x_at,7.41E-01,3.78E-01,-0.8846854,-5.780477,-0.274944,CYP2C9,cytochrome P450 family 2 subfamily C member 9
208147_s_at,7.41E-01,3.78E-01,0.8845983,-5.78055,0.6050071,CYP2C8,cytochrome P450 family 2 subfamily C member 8
204843_s_at,7.41E-01,3.78E-01,0.8844842,-5.780647,0.5545231,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha
214775_at,7.41E-01,3.78E-01,0.8844696,-5.780659,0.3614602,N4BP3,NEDD4 binding protein 3
219122_s_at,7.41E-01,3.78E-01,0.8844261,-5.780696,0.2150321,THG1L,tRNA-histidine guanylyltransferase 1 like
219777_at,7.41E-01,3.78E-01,-0.8844255,-5.780697,-0.8402695,GIMAP6,"GTPase, IMAP family member 6"
201208_s_at,7.41E-01,3.78E-01,-0.8843325,-5.780775,-0.4679486,TNFAIP1,TNF alpha induced protein 1
203229_s_at,7.41E-01,3.78E-01,0.8843093,-5.780795,0.186505,CLK2,CDC like kinase 2
206424_at,7.41E-01,3.79E-01,0.8842147,-5.780875,0.4045203,CYP26A1,cytochrome P450 family 26 subfamily A member 1
205459_s_at,7.41E-01,3.79E-01,0.8840929,-5.780978,0.6170316,NPAS2,neuronal PAS domain protein 2
213574_s_at,7.41E-01,3.79E-01,0.8840095,-5.781049,0.227842,KPNB1,karyopherin subunit beta 1
203196_at,7.41E-01,3.79E-01,0.8839279,-5.781118,0.4260334,ABCC4,ATP binding cassette subfamily C member 4
218817_at,7.41E-01,3.79E-01,-0.883907,-5.781136,-0.2839667,SPCS3,signal peptidase complex subunit 3
206169_x_at,7.41E-01,3.79E-01,0.8838781,-5.78116,0.358509,ZC3H7B,zinc finger CCCH-type containing 7B
216555_at,7.41E-01,3.79E-01,-0.8838434,-5.781189,-0.3024696,PRR14L,proline rich 14 like
208547_at,7.41E-01,3.79E-01,-0.8836304,-5.78137,-0.5363922,HIST1H2BB,"histone cluster 1, H2bb"
219417_s_at,7.41E-01,3.79E-01,0.8836277,-5.781372,0.4602472,BORCS6,BLOC-1 related complex subunit 6
204481_at,7.41E-01,3.79E-01,0.883551,-5.781437,0.1877281,BRPF1,bromodomain and PHD finger containing 1
206307_s_at,7.41E-01,3.79E-01,-0.8834362,-5.781534,-0.5782204,FOXD1,forkhead box D1
200734_s_at,7.41E-01,3.79E-01,-0.8833338,-5.781621,-0.2799546,ARF3,ADP ribosylation factor 3
213804_at,7.42E-01,3.79E-01,0.8827861,-5.782084,0.3686528,INPP5B,inositol polyphosphate-5-phosphatase B
206334_at,7.42E-01,3.79E-01,0.8827433,-5.78212,0.6108858,LIPF,"lipase F, gastric type"
218821_at,7.42E-01,3.79E-01,-0.8826664,-5.782185,-0.2832662,LOC100652930///STX16-NPEPL1///NPEPL1,uncharacterized LOC100652930///STX16-NPEPL1 readthrough (NMD candidate)///aminopeptidase-like 1
201302_at,7.42E-01,3.79E-01,0.8826632,-5.782188,0.322102,ANXA4,annexin A4
213644_at,7.42E-01,3.79E-01,0.8825224,-5.782307,0.5416879,CEP112,centrosomal protein 112
203098_at,7.42E-01,3.79E-01,0.8825196,-5.782309,0.4035118,CDYL,chromodomain Y-like
202082_s_at,7.42E-01,3.79E-01,0.8824972,-5.782328,0.3457383,SEC14L1,SEC14 like lipid binding 1
213906_at,7.42E-01,3.80E-01,0.8822911,-5.782502,0.6161148,MYBL1,MYB proto-oncogene like 1
222317_at,7.42E-01,3.80E-01,-0.88225,-5.782537,-0.6068884,PDE3B,phosphodiesterase 3B
219114_at,7.42E-01,3.80E-01,0.882202,-5.782577,0.4907131,C3orf18,chromosome 3 open reading frame 18
210744_s_at,7.42E-01,3.80E-01,-0.881894,-5.782838,-0.8368737,IL5RA,interleukin 5 receptor subunit alpha
204691_x_at,7.42E-01,3.80E-01,-0.881802,-5.782915,-0.2454725,PLA2G6,phospholipase A2 group VI
202741_at,7.42E-01,3.80E-01,0.8817196,-5.782985,0.319051,PRKACB,protein kinase cAMP-activated catalytic subunit beta
205572_at,7.42E-01,3.80E-01,-0.8816693,-5.783027,-0.6497502,ANGPT2,angiopoietin 2
218681_s_at,7.42E-01,3.80E-01,0.8815541,-5.783125,0.2523538,SDF2L1,stromal cell derived factor 2 like 1
214823_at,7.42E-01,3.80E-01,0.8814738,-5.783192,0.5228597,ZNF204P,"zinc finger protein 204, pseudogene"
201261_x_at,7.42E-01,3.80E-01,-0.881428,-5.783231,-0.3238265,BGN,biglycan
201653_at,7.42E-01,3.80E-01,0.8813946,-5.783259,0.1792436,CNIH1,cornichon family AMPA receptor auxiliary protein 1
210425_x_at,7.42E-01,3.80E-01,0.881248,-5.783383,0.6153407,LOC101930583///GOLGA8B///GOLGA8A,uncharacterized LOC101930583///golgin A8 family member B///golgin A8 family member A
219215_s_at,7.42E-01,3.80E-01,0.8811651,-5.783453,0.3792954,SLC39A4,solute carrier family 39 member 4
202467_s_at,7.42E-01,3.80E-01,0.8811583,-5.783459,0.168915,COPS2,COP9 signalosome subunit 2
51158_at,7.42E-01,3.80E-01,0.881102,-5.783506,0.5222907,FAM174B,family with sequence similarity 174 member B
206277_at,7.42E-01,3.80E-01,0.8810486,-5.783551,0.7022579,P2RY2,purinergic receptor P2Y2
216197_at,7.42E-01,3.80E-01,0.88097,-5.783618,0.4314721,,
202446_s_at,7.42E-01,3.80E-01,0.8809672,-5.78362,0.3267324,PLSCR1,phospholipid scramblase 1
221500_s_at,7.42E-01,3.80E-01,-0.8807537,-5.7838,-0.1545607,STX16,syntaxin 16
205570_at,7.42E-01,3.80E-01,-0.8806484,-5.783889,-0.3614437,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
209029_at,7.42E-01,3.80E-01,-0.8806283,-5.783906,-0.2492233,COPS7A,COP9 signalosome subunit 7A
220556_at,7.42E-01,3.81E-01,0.8804683,-5.784041,0.6875653,ATP1B4,ATPase Na+/K+ transporting family member beta 4
205362_s_at,7.42E-01,3.81E-01,0.8804216,-5.78408,0.3729592,PFDN4,prefoldin subunit 4
208179_x_at,7.42E-01,3.81E-01,0.8801422,-5.784316,0.4677271,KIR2DL3,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3"
209732_at,7.43E-01,3.81E-01,0.8799747,-5.784457,0.6676001,CLEC2B,C-type lectin domain family 2 member B
204309_at,7.43E-01,3.81E-01,0.8799627,-5.784467,0.5042813,CYP11A1,cytochrome P450 family 11 subfamily A member 1
211437_at,7.43E-01,3.81E-01,-0.8797429,-5.784652,-0.5498491,,
213634_s_at,7.43E-01,3.81E-01,0.8797376,-5.784657,0.5432756,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
209523_at,7.43E-01,3.81E-01,0.8797208,-5.784671,0.1898738,TAF2,TATA-box binding protein associated factor 2
217619_x_at,7.43E-01,3.81E-01,0.879668,-5.784715,0.3788116,,
221457_s_at,7.43E-01,3.81E-01,-0.8795736,-5.784795,-0.4419317,BTNL2,butyrophilin like 2
220374_at,7.43E-01,3.81E-01,0.8795658,-5.784801,0.5939651,KLHL28,kelch like family member 28
202400_s_at,7.43E-01,3.81E-01,0.8793232,-5.785006,0.4371935,SRF,serum response factor
90610_at,7.43E-01,3.81E-01,-0.879315,-5.785012,-0.2702109,LRCH4,leucine rich repeats and calponin homology domain containing 4
205683_x_at,7.43E-01,3.81E-01,-0.8790617,-5.785226,-1.0965471,TPSAB1,tryptase alpha/beta 1
216302_at,7.43E-01,3.81E-01,0.8790284,-5.785254,0.4091123,HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1,heterogeneous nuclear ribonucleoprotein C-like 4///heterogeneous nuclear ribonucleoprotein C-like 3///heterogeneous nuclear ribonucleoprotein C-like 2///heterogeneous nuclear ribonucleoprotein C-like 1
211136_s_at,7.43E-01,3.81E-01,-0.8790197,-5.785261,-0.4877104,CLPTM1,"CLPTM1, transmembrane protein"
217286_s_at,7.43E-01,3.81E-01,-0.8789726,-5.785301,-0.3130186,NDRG3,NDRG family member 3
201855_s_at,7.43E-01,3.81E-01,0.8787226,-5.785511,0.2508766,ATMIN,ATM interactor
204059_s_at,7.43E-01,3.82E-01,-0.8786299,-5.785589,-0.4248453,ME1,malic enzyme 1
213902_at,7.43E-01,3.82E-01,0.8786272,-5.785591,0.2105254,ASAH1,N-acylsphingosine amidohydrolase 1
209466_x_at,7.43E-01,3.82E-01,-0.8785659,-5.785643,-0.2671797,PTN,pleiotrophin
215516_at,7.43E-01,3.82E-01,0.8784821,-5.785714,0.673537,LAMB4,laminin subunit beta 4
220418_at,7.43E-01,3.82E-01,-0.8784814,-5.785714,-0.6450594,UBASH3A,ubiquitin associated and SH3 domain containing A
208391_s_at,7.43E-01,3.82E-01,-0.8784331,-5.785755,-0.3527703,GLP1R,glucagon like peptide 1 receptor
219073_s_at,7.43E-01,3.82E-01,-0.8784079,-5.785776,-0.5093263,OSBPL10,oxysterol binding protein like 10
217972_at,7.43E-01,3.82E-01,0.8783939,-5.785788,0.3404674,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3
202132_at,7.43E-01,3.82E-01,0.8781291,-5.78601,0.5067456,WWTR1,WW domain containing transcription regulator 1
217275_at,7.43E-01,3.82E-01,-0.8781197,-5.786018,-0.2270783,TSSK2,testis specific serine kinase 2
205956_x_at,7.43E-01,3.82E-01,0.8781125,-5.786024,0.3027035,PSMC3IP,PSMC3 interacting protein
200635_s_at,7.43E-01,3.82E-01,-0.8781077,-5.786028,-0.5457242,PTPRF,"protein tyrosine phosphatase, receptor type F"
219511_s_at,7.43E-01,3.82E-01,-0.8781043,-5.786031,-0.3649481,SNCAIP,synuclein alpha interacting protein
35820_at,7.43E-01,3.82E-01,-0.8780437,-5.786082,-0.3723143,GM2A,GM2 ganglioside activator
215697_at,7.43E-01,3.82E-01,0.8778617,-5.786235,0.3978906,,
208439_s_at,7.43E-01,3.82E-01,-0.8777959,-5.786291,-0.4112354,FCN2,ficolin 2
221779_at,7.43E-01,3.82E-01,-0.8777463,-5.786332,-0.4301238,MICALL1,MICAL like 1
214106_s_at,7.43E-01,3.82E-01,0.8776183,-5.78644,0.3634272,GMDS,"GDP-mannose 4,6-dehydratase"
204077_x_at,7.43E-01,3.82E-01,0.877497,-5.786542,0.3963869,ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4
212450_at,7.43E-01,3.82E-01,-0.8774888,-5.786549,-0.2295337,SECISBP2L,SECIS binding protein 2 like
206995_x_at,7.43E-01,3.82E-01,0.8774881,-5.786549,0.478167,SCARF1,scavenger receptor class F member 1
201254_x_at,7.43E-01,3.82E-01,0.8774645,-5.786569,0.1401239,RPS6,ribosomal protein S6
220601_at,7.43E-01,3.82E-01,-0.8773311,-5.786681,-0.4783893,C16orf70,chromosome 16 open reading frame 70
206100_at,7.43E-01,3.82E-01,0.8773091,-5.7867,0.7345661,CPM,carboxypeptidase M
202821_s_at,7.43E-01,3.82E-01,-0.8773037,-5.786704,-0.4525988,LPP,LIM domain containing preferred translocation partner in lipoma
221306_at,7.43E-01,3.82E-01,-0.8772635,-5.786738,-0.2627942,GPR27,G protein-coupled receptor 27
210159_s_at,7.43E-01,3.82E-01,0.8771992,-5.786792,0.4469616,TRIM31,tripartite motif containing 31
206927_s_at,7.43E-01,3.82E-01,0.877177,-5.786811,0.4745981,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2
214986_x_at,7.43E-01,3.82E-01,-0.8768451,-5.787089,-0.3983445,PPIL2,peptidylprolyl isomerase like 2
203685_at,7.43E-01,3.82E-01,0.8768434,-5.787091,0.3769091,BCL2,"BCL2, apoptosis regulator"
201771_at,7.43E-01,3.83E-01,-0.876779,-5.787145,-0.1274142,SCAMP3,secretory carrier membrane protein 3
220529_at,7.43E-01,3.83E-01,0.8766832,-5.787225,0.4351823,FLJ11710,uncharacterized protein FLJ11710
207005_s_at,7.43E-01,3.83E-01,0.8765991,-5.787296,0.4342327,BCL2,"BCL2, apoptosis regulator"
200673_at,7.43E-01,3.83E-01,0.876576,-5.787315,0.1904474,LAPTM4A,lysosomal protein transmembrane 4 alpha
214684_at,7.43E-01,3.83E-01,-0.8763413,-5.787512,-0.3414782,MEF2A,myocyte enhancer factor 2A
202104_s_at,7.43E-01,3.83E-01,-0.8761481,-5.787674,-0.2476202,LOC101930112///SPG7,"uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit"
210967_x_at,7.43E-01,3.83E-01,-0.8760315,-5.787772,-0.4010889,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
222014_x_at,7.44E-01,3.83E-01,-0.8752266,-5.788447,-0.2158149,MTO1,mitochondrial tRNA translation optimization 1
213965_s_at,7.44E-01,3.83E-01,0.875185,-5.788482,0.4430673,CHD5,chromodomain helicase DNA binding protein 5
206057_x_at,7.44E-01,3.83E-01,-0.8750977,-5.788555,-0.2613246,SPN,sialophorin
218950_at,7.44E-01,3.84E-01,-0.8749165,-5.788707,-0.3534189,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
204625_s_at,7.45E-01,3.84E-01,-0.8746247,-5.788952,-0.4870136,ITGB3,integrin subunit beta 3
205074_at,7.45E-01,3.84E-01,0.8745626,-5.789004,0.4076726,SLC22A5,solute carrier family 22 member 5
215827_x_at,7.45E-01,3.84E-01,-0.874524,-5.789036,-0.2960722,CROCCP3,"ciliary rootlet coiled-coil, rootletin pseudogene 3"
204050_s_at,7.45E-01,3.84E-01,0.8744242,-5.78912,0.218754,CLTA,clathrin light chain A
222063_s_at,7.45E-01,3.84E-01,0.8744001,-5.78914,0.7008527,CDS1,CDP-diacylglycerol synthase 1
206250_x_at,7.45E-01,3.84E-01,-0.8743543,-5.789178,-0.3113548,AVPR1A,arginine vasopressin receptor 1A
200922_at,7.45E-01,3.84E-01,-0.8741427,-5.789355,-0.3024154,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
217838_s_at,7.45E-01,3.84E-01,0.8741419,-5.789356,0.3699168,EVL,Enah/Vasp-like
203678_at,7.45E-01,3.84E-01,-0.8740847,-5.789404,-0.2200057,FAN1,FANCD2/FANCI-associated nuclease 1
217287_s_at,7.45E-01,3.84E-01,-0.8736991,-5.789727,-0.5421898,TRPC6,transient receptor potential cation channel subfamily C member 6
222267_at,7.45E-01,3.84E-01,0.8736894,-5.789735,0.5609983,TMEM209,transmembrane protein 209
206398_s_at,7.45E-01,3.84E-01,0.8736347,-5.78978,0.6343632,CD19,CD19 molecule
202346_at,7.45E-01,3.84E-01,0.8735083,-5.789886,0.246307,UBE2K,ubiquitin conjugating enzyme E2 K
214987_at,7.45E-01,3.84E-01,0.8734717,-5.789917,0.3735381,GAB1,GRB2 associated binding protein 1
215324_at,7.45E-01,3.84E-01,0.8734442,-5.78994,0.6766916,SEMA3D,semaphorin 3D
217355_at,7.45E-01,3.84E-01,-0.8732889,-5.79007,-0.4277629,,
203584_at,7.45E-01,3.84E-01,0.8732186,-5.790129,0.2317516,EMC2,ER membrane protein complex subunit 2
217278_x_at,7.45E-01,3.85E-01,-0.8730316,-5.790285,-0.4805358,,
207518_at,7.46E-01,3.85E-01,0.8723541,-5.790851,0.5353715,DGKE,diacylglycerol kinase epsilon
217675_at,7.46E-01,3.85E-01,-0.8722868,-5.790907,-0.5402562,ZBTB7C,zinc finger and BTB domain containing 7C
221239_s_at,7.46E-01,3.85E-01,-0.8721074,-5.791057,-0.4995469,FCRL2,Fc receptor like 2
211705_s_at,7.46E-01,3.85E-01,-0.872023,-5.791128,-0.5071645,SORBS1,sorbin and SH3 domain containing 1
AFFX-BioC-3_at,7.46E-01,3.85E-01,-0.8719251,-5.79121,-0.238007,,
203508_at,7.46E-01,3.85E-01,-0.8718427,-5.791278,-0.7311725,TNFRSF1B,TNF receptor superfamily member 1B
43934_at,7.46E-01,3.85E-01,-0.871775,-5.791335,-0.2220607,GPR137,G protein-coupled receptor 137
218241_at,7.46E-01,3.85E-01,-0.8717723,-5.791337,-0.1488367,GOLGA5,golgin A5
207962_at,7.46E-01,3.85E-01,0.8717706,-5.791339,0.4724932,CAPN11,calpain 11
